site,description
"http://wdrei-wohlstandsindikatoren.de","Bundestag"
"http://we-are-open.info","Bundesministerium für Arbeit und Soziales"
"http://wehrbeauftragter.de","Bundestag"
"http://wettergefahren.de","Deutscher Wetterdienst"
"http://wettergefahren.eu","Deutscher Wetterdienst"
"http://wetterlexikon.eu","Deutscher Wetterdienst"
"http://wetterwarnungen.eu","Deutscher Wetterdienst"
"http://whochdrei-indikatoren.de","Bundestag"
"http://whochdrei-wohlstandsindikatoren.de","Bundestag"
"http://wiewerdenwirarbeiten.de","Bundesministerium für Arbeit und Soziales"
"http://wiewollenwirarbeiten.de","Bundesministerium für Arbeit und Soziales"
"http://willkommenindeutschland.info","Bundesministerium für Arbeit und Soziales"
"http://wsv.de","Generaldirektion Wasserstraßen und Schifffahrt"
"http://wwis.dwd.de","Deutscher Wetterdienst"
"http://wwwbund.de","Bundesverwaltungsamt"
"http://x500.bund.de","Bundesamt für Sicherheit in der Informationstechnik"
"http://xenos-de.de","Bundesministerium für Arbeit und Soziales"
"http://yesweareopen.de","Bundesministerium für Arbeit und Soziales"
"http://yes-we-are-open.info","Bundesministerium für Arbeit und Soziales"
"http://zehnte-ddr-volkskammer.de","Bundestag"
"http://zielvereinbarungsregister.de","Bundesministerium für Arbeit und Soziales"
"http://zivildienst.de","Bundesamt für Familie und zivilgesellschaftliche Aufgaben"
"http://zoll.de","Bundesministerium der Finanzen"
"http://zukunftbreitband.de","Bundesministerium für Verkehr und digitale Infrastruktur"
"http://zuwes.de","Bundesverwaltungsamt"
